Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	614929	617331	.	+	0	ID=cds-YP_499187.1;Parent=gene-SAOUHSC_00625;Dbxref=Genbank:YP_499187.1,GeneID:3920035;Name=YP_499187.1;Note=subunit A of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali;gbkey=CDS;locus_tag=SAOUHSC_00625;product=monovalent cation/H+ antiporter subunit A;protein_id=YP_499187.1;transl_table=11	14.3333333333333	29.5	37	1066.5	3335	1088	230.986858244424	-0.232582102719706	0.711772650356655	-0.32676459625579	0.743845938831118	0.88095683124555
sense	NC_007795.1	RefSeq	CDS	617318	617743	.	+	0	ID=cds-YP_499188.1;Parent=gene-SAOUHSC_00626;Dbxref=Genbank:YP_499188.1,GeneID:3920036;Name=YP_499188.1;Note=subunit B of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali;gbkey=CDS;locus_tag=SAOUHSC_00626;product=monovalent cation/H+ antiporter subunit B;protein_id=YP_499188.1;transl_table=11	0	4	3	137.5	535.5	116	22.9656016774079	-0.904494214770448	0.915390338697896	-0.988096745763182	0.323105269372724	0.587774016779018
sense	NC_007795.1	RefSeq	CDS	617740	618084	.	+	0	ID=cds-YP_499189.1;Parent=gene-SAOUHSC_00627;Dbxref=Genbank:YP_499189.1,GeneID:3920037;Name=YP_499189.1;Note=subunit C of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali;gbkey=CDS;locus_tag=SAOUHSC_00627;product=monovalent cation/H+ antiporter subunit C;protein_id=YP_499189.1;transl_table=11	0	11	6	209.5	770.5	151	40.0981598503791	-0.375224902194842	0.874351683420571	-0.429146428502221	0.667816666202995	0.837588302862794
sense	NC_007795.1	RefSeq	CDS	618074	619570	.	+	0	ID=cds-YP_499190.1;Parent=gene-SAOUHSC_00628;Dbxref=Genbank:YP_499190.1,GeneID:3920038;Name=YP_499190.1;Note=subunit D of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B contains an oxidoreductase domain%3B catalyzes the transfer of electrons from NADH to ubiquinone%3B in S. meliloti it is known to be involved specifically with K+ transport;gbkey=CDS;locus_tag=SAOUHSC_00628;product=monovalent cation/H+ antiporter subunit D;protein_id=YP_499190.1;transl_table=11	67	16	4.5	352	1262.5	246.5	252.3705472727	2.00598528484185	0.978691249244385	2.04966100022923	0.0403975232744661	0.159900530703548
sense	NC_007795.1	RefSeq	CDS	619571	620053	.	+	0	ID=cds-YP_499191.1;Parent=gene-SAOUHSC_00629;Dbxref=Genbank:YP_499191.1,GeneID:3920039;Name=YP_499191.1;Note=subunit E of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B in S. meliloti it is known to be involved specifically with K+ transport;gbkey=CDS;locus_tag=SAOUHSC_00629;product=monovalent cation/H+ antiporter subunit E;protein_id=YP_499191.1;transl_table=11	4.5	10.5	10.5	184.5	551.5	175	52.1429252702222	0.482830150991037	0.776360834039486	0.621914617303428	0.533998012956561	0.762764025607775
sense	NC_007795.1	RefSeq	CDS	620306	620764	.	+	0	ID=cds-YP_499193.1;Parent=gene-SAOUHSC_00632;Dbxref=Genbank:YP_499193.1,GeneID:3920041;Name=YP_499193.1;Note=subunit G of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali;gbkey=CDS;locus_tag=SAOUHSC_00632;product=monovalent cation/H+ antiporter subunit G;protein_id=YP_499193.1;transl_table=11	1.5	2	8	178.5	361.5	124.5	34.8185694252853	-0.228512223690795	0.904709898172342	-0.252580660554754	0.800592276180149	0.909045039839548
sense	NC_007795.1	RefSeq	CDS	621143	623146	.	+	0	ID=cds-YP_499194.1;Parent=gene-SAOUHSC_00633;Dbxref=Genbank:YP_499194.1,GeneID:3920042;Name=YP_499194.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00633;product=hypothetical protein;protein_id=YP_499194.1;transl_table=11	35	56	54	1563.5	19176	6366.33333333333	549.010390381339	-0.72145680721045	0.513341230019143	-1.40541371902574	0.15989828956276	0.396030605820022
sense	NC_007795.1	RefSeq	CDS	624572	625510	.	-	0	ID=cds-YP_499195.1;Parent=gene-SAOUHSC_00634;Dbxref=Genbank:YP_499195.1,GeneID:3920043;Name=YP_499195.1;Note=ABC transporter%2C substrate-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00634;product=ABC transporter substrate-binding protein;protein_id=YP_499195.1;transl_table=11	36	145.5	114	6496	170836.35	5048.5	1846.6983166368	-1.92529652140379	0.710721288019678	-2.70893323987572	0.00674999204559448	0.0465556594230431
sense	NC_007795.1	RefSeq	CDS	625507	626343	.	-	0	ID=cds-YP_499196.1;Parent=gene-SAOUHSC_00636;Dbxref=Genbank:YP_499196.1,GeneID:3920044;Name=YP_499196.1;Note=iron (chelated) ABC transporter%2C permease protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00636;product=iron (chelated) ABC transporter permease;protein_id=YP_499196.1;transl_table=11	9.5	32	18	722.5	60236.25	600.5	450.95818997741	-2.03899013507141	0.862343030919929	-2.36447685197416	0.0180555556557312	0.0925395145497563
sense	NC_007795.1	RefSeq	CDS	626337	627080	.	-	0	ID=cds-YP_499197.1;Parent=gene-SAOUHSC_00637;Dbxref=Genbank:YP_499197.1,GeneID:3920045;Name=YP_499197.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00637;product=hypothetical protein;protein_id=YP_499197.1;transl_table=11	19	78.5	57	1213.5	135223.5	918	983.550134367153	-1.85867617473418	0.887616679423823	-2.09400771506535	0.0362592929900614	0.151435870723198
sense	NC_007795.1	RefSeq	CDS	627202	627846	.	+	0	ID=cds-YP_499198.1;Parent=gene-SAOUHSC_00638;Dbxref=Genbank:YP_499198.1,GeneID:3920046;Name=YP_499198.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00638;product=hypothetical protein;protein_id=YP_499198.1;transl_table=11	49	205	144	1664.5	25854.3333333333	2900.5	794.902031741541	0.537932276039347	0.548824534942078	0.980153476732084	0.327010365324629	0.591531268553709
sense	NC_007795.1	RefSeq	CDS	627926	628678	.	-	0	ID=cds-YP_499199.1;Parent=gene-SAOUHSC_00639;Dbxref=Genbank:YP_499199.1,GeneID:3920047;Name=YP_499199.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00639;product=hypothetical protein;protein_id=YP_499199.1;transl_table=11	14	73	71	49.5	433	3794.5	253.96445728437	1.09625025868059	0.923244235494479	1.18738922652839	0.235074127557877	0.493215647067078
sense	NC_007795.1	RefSeq	CDS	628914	629678	.	+	0	ID=cds-YP_499200.1;Parent=gene-SAOUHSC_00640;Dbxref=Genbank:YP_499200.1,GeneID:3920048;Name=YP_499200.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00640;product=teichoic acid biosynthesis protein;protein_id=YP_499200.1;transl_table=11	3	7	13.5	140.5	3217.16666666667	803	71.8751002478131	-0.4833571883976	0.611415090227853	-0.790554888361473	0.429203780363531	0.682092117049088
sense	NC_007795.1	RefSeq	CDS	629739	630533	.	-	0	ID=cds-YP_499201.1;Parent=gene-SAOUHSC_00641;Dbxref=Genbank:YP_499201.1,GeneID:3920049;Name=YP_499201.1;Note=with TagG is involved in the export of teichoic acids;gbkey=CDS;locus_tag=SAOUHSC_00641;product=teichoic acids export protein ATP-binding subunit;protein_id=YP_499201.1;transl_table=11	24	92	73	1035.5	10238	8060.5	510.256897003577	-0.300380725849917	0.554884503488232	-0.541339186734538	0.588273815178199	0.793295570121948
sense	NC_007795.1	RefSeq	CDS	630880	631692	.	+	0	ID=cds-YP_499202.1;Parent=gene-SAOUHSC_00642;Dbxref=Genbank:YP_499202.1,GeneID:3920050;Name=YP_499202.1;Note=teichoic acid biosynthesis protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00642;product=teichoic acid biosynthesis protein;protein_id=YP_499202.1;transl_table=11	55.1666666666667	67	55	544.333333333333	7319.5	4933	447.02549265962	0.62820045289038	0.621897308692203	1.01013534567537	0.312430450064378	0.573978011001072
sense	NC_007795.1	RefSeq	CDS	631791	632894	.	+	0	ID=cds-YP_499203.1;Parent=gene-SAOUHSC_00643;Dbxref=Genbank:YP_499203.1,GeneID:3920051;Name=YP_499203.1;Note=tagB protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00643;product=teichoic acid biosynthesis protein TagB;protein_id=YP_499203.1;transl_table=11	22.3333333333333	18	10	174	2695.5	1215.5	140.041143681965	0.709433182676012	0.69597691312853	1.0193343619503	0.308044256014875	0.569639400766322
sense	NC_007795.1	RefSeq	CDS	632891	633952	.	+	0	ID=cds-YP_499204.1;Parent=gene-SAOUHSC_00644;Dbxref=Genbank:YP_499204.1,GeneID:3919936;Name=YP_499204.1;Note=tagX protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00644;product=glycosyltransferase TagX;protein_id=YP_499204.1;transl_table=11	7.83333333333333	16	14	284.833333333333	3513.5	1546.5	121.25980035148	-0.452864169701943	0.554318399587654	-0.816974810936854	0.413942823095915	0.67019314215529
sense	NC_007795.1	RefSeq	CDS	634015	634413	.	+	0	ID=cds-YP_499205.1;Parent=gene-SAOUHSC_00645;Dbxref=Genbank:YP_499205.1,GeneID:3919937;Name=YP_499205.1;Note=glycerol-3-phosphate cytidylyltransferase;gbkey=CDS;locus_tag=SAOUHSC_00645;product=glycerol-3-phosphate cytidylyltransferase;protein_id=YP_499205.1;transl_table=11	70	6	16	480	3845	1928.5	318.770222685457	1.06641114691793	0.90857913130975	1.17371300987362	0.240509997429761	0.498087482290569
sense	NC_007795.1	RefSeq	CDS	634530	635825	.	-	0	ID=cds-YP_499206.1;Parent=gene-SAOUHSC_00646;Dbxref=Genbank:YP_499206.1,GeneID:3919938;Name=YP_499206.1;Note=penicillin-binding protein 4%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00646;product=penicillin-binding protein 4;protein_id=YP_499206.1;transl_table=11	8	23	39	166	5743.5	1355	151.494467169146	0.321149745158846	0.581168131957562	0.552593522423726	0.580541778529429	0.789133252159012
sense	NC_007795.1	RefSeq	CDS	636246	637973	.	+	0	ID=cds-YP_499207.1;Parent=gene-SAOUHSC_00647;Dbxref=Genbank:YP_499207.1,GeneID:3919939;Name=YP_499207.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00647;product=hypothetical protein;protein_id=YP_499207.1;transl_table=11	29.5	111	96	2766	51658.9166666667	8628.5	931.87241324685	-1.13752502707543	0.479038698888591	-2.37459944199618	0.0175680033026702	0.0909195568043429
sense	NC_007795.1	RefSeq	CDS	638332	639561	.	+	0	ID=cds-YP_499208.1;Parent=gene-SAOUHSC_00648;Dbxref=Genbank:YP_499208.1,GeneID:3919940;Name=YP_499208.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00648;product=hypothetical protein;protein_id=YP_499208.1;transl_table=11	1.5	18	31	492.5	7841	1435	160.531078216728	-0.849037578135775	0.63232330665511	-1.34272700246817	0.179360387835576	0.423241423494703
sense	NC_007795.1	RefSeq	CDS	639816	639908	.	+	0	ID=cds-YP_499209.1;Parent=gene-SAOUHSC_00650;Dbxref=Genbank:YP_499209.1,GeneID:3919941;Name=YP_499209.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00650;product=hypothetical protein;protein_id=YP_499209.1;transl_table=11	0	2	1	1	24	5	3.10721279103224	2.73602205573044	1.15100469615058	2.37707288674042	0.0174506395413566	0.09081151406482
sense	NC_007795.1	RefSeq	CDS	640086	640919	.	+	0	ID=cds-YP_499210.1;Parent=gene-SAOUHSC_00651;Dbxref=Genbank:YP_499210.1,GeneID:3919942;Name=YP_499210.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00651;product=hypothetical protein;protein_id=YP_499210.1;transl_table=11	9.5	66	93	197.5	3143	708	229.649580332821	1.96394404341314	0.569035123944841	3.45135820403858	0.000557772756400133	0.0069327895946239
sense	NC_007795.1	RefSeq	CDS	641201	641998	.	+	0	ID=cds-YP_499211.1;Parent=gene-SAOUHSC_00652;Dbxref=Genbank:YP_499211.1,GeneID:3919943;Name=YP_499211.1;Note=iron compound ABC transporter%2C ATP-binding protein;gbkey=CDS;locus_tag=SAOUHSC_00652;product=iron compound ABC transporter ATP-binding protein;protein_id=YP_499211.1;transl_table=11	6	19	22	715.5	15367.8333333333	1523.5	221.825689856503	-1.43699692240444	0.602457928626292	-2.38522368803585	0.0170687392677171	0.0891860099399762
sense	NC_007795.1	RefSeq	CDS	642034	643038	.	+	0	ID=cds-YP_499212.1;Parent=gene-SAOUHSC_00653;Dbxref=Genbank:YP_499212.1,GeneID:3919944;Name=YP_499212.1;Note=ferrichrome transport permease fhuB%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00653;product=ferrichrome transport permease FhuB;protein_id=YP_499212.1;transl_table=11	4.5	12	11	154.5	4680.25	344.333333333333	76.3288993549273	-0.324200544972829	0.675550192399733	-0.47990593240923	0.631294282719245	0.820206888312303
sense	NC_007795.1	RefSeq	CDS	643035	644051	.	+	0	ID=cds-YP_499213.1;Parent=gene-SAOUHSC_00654;Dbxref=Genbank:YP_499213.1,GeneID:3919945;Name=YP_499213.1;Note=ferrichrome ABC transporter (permease)%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00654;product=ferrichrome ABC transporter permease;protein_id=YP_499213.1;transl_table=11	1.5	5.5	2	109.5	2673.08333333333	85.5	37.3839624090409	-0.824841822984752	0.859323269097812	-0.959873719992173	0.337118774084756	0.600004205611523
sense	NC_007795.1	RefSeq	CDS	644285	645253	.	+	0	ID=cds-YP_499214.1;Parent=gene-SAOUHSC_00655;Dbxref=Genbank:YP_499214.1,GeneID:3919946;Name=YP_499214.1;Note=with DhaL and DhaM forms dihydroxyacetone kinase%2C which is responsible for phosphorylating dihydroxyacetone%3B DhaK is the dihydroxyacetone binding subunit of the dihydroxyacetone kinase;gbkey=CDS;locus_tag=SAOUHSC_00655;product=dihydroxyacetone kinase subunit DhaK;protein_id=YP_499214.1;transl_table=11	2	10	6	22	727.5	457	34.6361304719781	0.578428298573713	0.751138488345528	0.770068778991435	0.441259094789439	0.690343133390606
sense	NC_007795.1	RefSeq	CDS	645295	645879	.	+	0	ID=cds-YP_499215.1;Parent=gene-SAOUHSC_00656;Dbxref=Genbank:YP_499215.1,GeneID:3919947;Name=YP_499215.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00656;product=hypothetical protein;protein_id=YP_499215.1;transl_table=11	83.5	1	0	38.5	222.5	134	250.70926781404	2.73156237965294	1.33123116884561	2.05190686905388	0.0401787141706985	0.159788164757934
sense	NC_007795.1	RefSeq	CDS	645872	646234	.	+	0	ID=cds-YP_499216.1;Parent=gene-SAOUHSC_00658;Dbxref=Genbank:YP_499216.1,GeneID:3919948;Name=YP_499216.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00658;product=PTS system mannnose-specific family transporter subunit IIA;protein_id=YP_499216.1;transl_table=11	2	4	0.5	16	168	392.166666666667	18.5627995698585	-0.141964567597539	0.997650017461863	-0.142298967686798	0.886843861895643	0.956541426092599
sense	NC_007795.1	RefSeq	CDS	646350	646847	.	+	0	ID=cds-YP_499217.1;Parent=gene-SAOUHSC_00659;Dbxref=Genbank:YP_499217.1,GeneID:3919949;Name=YP_499217.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00659;product=hypothetical protein;protein_id=YP_499217.1;transl_table=11	65	317	214	2003	13588.5	32303	1509.29032143472	-0.220008465164996	0.717749479756341	-0.306525426169147	0.759204623637145	0.888392962380472
sense	NC_007795.1	RefSeq	CDS	647303	648370	.	+	0	ID=cds-YP_499218.1;Parent=gene-SAOUHSC_00660;Dbxref=Genbank:YP_499218.1,GeneID:3919950;Name=YP_499218.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00660;product=hypothetical protein;protein_id=YP_499218.1;transl_table=11	72.3333333333333	191	154.5	1003.5	12482.3333333333	5558.5	784.966999470426	1.08545549427471	0.469352065085213	2.3126679842724	0.0207409005584646	0.100539224795449
sense	NC_007795.1	RefSeq	CDS	648521	649564	.	+	0	ID=cds-YP_499219.1;Parent=gene-SAOUHSC_00661;Dbxref=Genbank:YP_499219.1,GeneID:3919951;Name=YP_499219.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00661;product=hypothetical protein;protein_id=YP_499219.1;transl_table=11	5	18	13	133.5	1939.5	989.166666666666	82.7394545794075	0.17571601300561	0.576810746394968	0.304633736635152	0.760645122426304	0.888769276639447
sense	NC_007795.1	RefSeq	CDS	649893	650321	.	+	0	ID=cds-YP_499221.1;Parent=gene-SAOUHSC_00662;Dbxref=Genbank:YP_499221.1,GeneID:3919952;Name=YP_499221.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00662;product=hypothetical protein;protein_id=YP_499221.1;transl_table=11	9	51	52	394	1683.5	1614	195.899173112388	0.805654964021728	0.644558440162728	1.24993315395626	0.211323967091406	0.462945240227682
sense	NC_007795.1	RefSeq	CDS	650530	651036	.	-	0	ID=cds-YP_499222.1;Parent=gene-SAOUHSC_00663;Dbxref=Genbank:YP_499222.1,GeneID:3919953;Name=YP_499222.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00663;product=hypothetical protein;protein_id=YP_499222.1;transl_table=11	3	35	25	323	2368.5	2627	151.931678296136	-0.312961167062016	0.683511841145862	-0.457872341373571	0.647044158987762	0.829068258915317
sense	NC_007795.1	RefSeq	CDS	651149	652072	.	+	0	ID=cds-YP_499223.1;Parent=gene-SAOUHSC_00664;Dbxref=Genbank:YP_499223.1,GeneID:3919954;Name=YP_499223.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00664;product=hypothetical protein;protein_id=YP_499223.1;transl_table=11	22.8333333333333	6.5	3	138.5	3487.16666666667	691	116.548696646699	0.670657325556741	0.864935390806122	0.775384303481542	0.438112607427893	0.686755736578529
sense	NC_007795.1	RefSeq	CDS	652088	652762	.	+	0	ID=cds-YP_499224.1;Parent=gene-SAOUHSC_00665;Dbxref=Genbank:YP_499224.1,GeneID:3919955;Name=YP_499224.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00665;product=hypothetical protein;protein_id=YP_499224.1;transl_table=11	1	7	12.5	85.5	2602.75	504.333333333333	51.0105387913284	-0.314721637325945	0.671644447580997	-0.468583695524396	0.639367233740701	0.82624866287476
sense	NC_007795.1	RefSeq	CDS	652755	653795	.	+	0	ID=cds-YP_499225.1;Parent=gene-SAOUHSC_00666;Dbxref=Genbank:YP_499225.1,GeneID:3919429;Name=YP_499225.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00666;product=hypothetical protein;protein_id=YP_499225.1;transl_table=11	1	7.5	9.5	104	3321.75	664	57.8109518811535	-0.712995888115495	0.659804881207622	-1.08061626766161	0.279867843198086	0.546437280799738
sense	NC_007795.1	RefSeq	CDS	653939	654700	.	+	0	ID=cds-YP_499226.1;Parent=gene-SAOUHSC_00667;Dbxref=Genbank:YP_499226.1,GeneID:3919430;Name=YP_499226.1;Note=ABC transporter ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00667;product=ABC transporter ATP-binding protein;protein_id=YP_499226.1;transl_table=11	0	5	5	160	7177.25	890	75.224644829566	-2.31005324361628	0.761935921632124	-3.03182088943645	0.00243083395308946	0.0228812630939588
sense	NC_007795.1	RefSeq	CDS	654690	656579	.	+	0	ID=cds-YP_499227.1;Parent=gene-SAOUHSC_00668;Dbxref=Genbank:YP_499227.1,GeneID:3919431;Name=YP_499227.1;Note=ABC transporter permease%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00668;product=ABC transporter permease;protein_id=YP_499227.1;transl_table=11	72.1666666666666	16	10	197.5	8745.75	1256.66666666667	316.258557435911	1.27344764739264	0.890291795149748	1.43037109218606	0.15261054049574	0.383758188984274
sense	NC_007795.1	RefSeq	CDS	657304	657921	.	+	0	ID=cds-YP_499228.1;Parent=gene-SAOUHSC_00669;Dbxref=Genbank:YP_499228.1,GeneID:3919432;Name=YP_499228.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00669;product=hypothetical protein;protein_id=YP_499228.1;transl_table=11	6	11	15.5	150.5	2396	995.5	86.3502802481846	0.00293024859708728	0.575796152036287	0.00508903817214571	0.99593955253957	0.998068148311539
sense	NC_007795.1	RefSeq	CDS	657937	658944	.	+	0	ID=cds-YP_499229.1;Parent=gene-SAOUHSC_00670;Dbxref=Genbank:YP_499229.1,GeneID:3919433;Name=YP_499229.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00670;product=hypothetical protein;protein_id=YP_499229.1;transl_table=11	11.5	42	36.5	167	7233.61111111111	1308.83333333333	183.487831275462	0.54064717129318	0.564021959080212	0.958556954369027	0.337781986506239	0.600004205611523
sense	NC_007795.1	RefSeq	CDS	659532	660329	.	-	0	ID=cds-YP_499230.1;Parent=gene-SAOUHSC_00671;Dbxref=Genbank:YP_499230.1,GeneID:3919434;Name=YP_499230.1;Note=secretory antigen SsaA-like protein;gbkey=CDS;locus_tag=SAOUHSC_00671;product=secretory antigen SsaA-like protein;protein_id=YP_499230.1;transl_table=11	2	23	14	9750.83333333333	34723.6666666667	9698.16666666667	1203.21896806732	-4.36998356320633	0.745988213938001	-5.85797936422829	4.68532852166482e-09	4.03942251832103e-07
sense	NC_007795.1	RefSeq	CDS	660690	661334	.	+	0	ID=cds-YP_499231.1;Parent=gene-SAOUHSC_00672;Dbxref=Genbank:YP_499231.1,GeneID:3919435;Name=YP_499231.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00672;product=hypothetical protein;protein_id=YP_499231.1;transl_table=11	3	19	14	126	1252.5	1088.5	76.5430270738164	0.178423902146415	0.653961417945447	0.272835517891819	0.784979655638009	0.900209448318363
sense	NC_007795.1	RefSeq	CDS	662031	664181	.	+	0	ID=cds-YP_499232.1;Parent=gene-SAOUHSC_00673;Dbxref=Genbank:YP_499232.1,GeneID:3919436;Name=YP_499232.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00673;product=hypothetical protein;protein_id=YP_499232.1;transl_table=11	0	14	5	116	1543.5	650	46.760969152058	-0.482469597738752	0.720373538265702	-0.669749195535829	0.503017685017304	0.738589490370964
sense	NC_007795.1	RefSeq	CDS	664261	664686	.	+	0	ID=cds-YP_499233.1;Parent=gene-SAOUHSC_00674;Dbxref=Genbank:YP_499233.1,GeneID:3919437;Name=YP_499233.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00674;product=hypothetical protein;protein_id=YP_499233.1;transl_table=11	2	13	6	452.5	5727.5	2133	128.534461105763	-1.97597052260582	0.601245156748661	-3.28646393310048	0.0010145376508741	0.0114443639682714
